E2	0	428
B2	428	428
G3	857	428
B2	1285	428
G3	1714	428
B2	2142	428
G3	2571	428
B2	2999	214
E4	3214	214
E4	3428	214
E2	3428	214
F#4	3642	214
F#4	3857	214
B2	3857	214
G4	4071	214
G4	4285	214
G3	4285	214
F#4	4499	214
F#4	4714	214
B2	4714	214
E4	4928	214
E4	5142	214
G3	5142	214
B3	5357	214
B3	5571	214
B2	5571	214
G3	5785	214
G3	5999	214
D3	5999	214
E3	6214	214
E3	6428	214
B2	6428	214
D4	6642	214
D4	6857	214
A2	6857	214
C4	7071	214
C4	7285	214
E3	7285	214
B3	7499	214
C4	7714	214
A3	7714	214
D4	7928	214
C4	8142	428
E3	8142	428
A3	8571	428
E3	8999	428
D3	9428	214
C4	9642	214
C4	9857	214
A3	9857	214
D4	10071	214
D4	10285	214
D3	10285	214
E4	10499	214
E4	10714	214
A3	10714	214
F#4	10928	214
F#4	11142	214
D3	11142	214
D4	11357	214
D4	11571	214
A3	11571	214
A3	11785	214
A3	11999	214
F#2	11999	214
C4	12214	214
C4	12428	214
G2	12428	214
B3	12642	214
B3	12857	214
B2	12857	214
A3	13071	214
B3	13285	214
C3	13285	214
C4	13499	214
B3	13714	857
A3	13714	857
D#3	13714	857
B2	13714	857
B4	14571	428
B3	14999	428
E2	14999	428
E3	15428	214
B2	15428	214
G3	15642	214
B3	15857	214
E3	15857	214
A3	16071	214
B3	16285	428
E2	16285	428
E3	16714	214
B2	16714	214
G3	16928	214
B3	17142	214
E3	17142	214
A3	17357	214
B3	17571	428
E2	17571	428
E3	17999	214
B2	17999	214
G3	18214	214
C4	18428	214
D3	18428	214
B3	18642	214
C4	18857	428
A2	18857	428
E3	19285	214
G3	19499	214
C4	19714	214
A3	19714	214
B3	19928	214
C4	20142	428
A2	20142	428
C4	20571	214
E3	20571	214
B3	20785	214
C4	20999	214
A3	20999	214
C#4	21214	214
D4	21428	428
D3	21428	428
D4	21857	214
A3	21857	214
E4	22071	214
D4	22285	214
F#3	22285	214
E4	22499	214
B3	22714	428
G2	22714	428
G3	23142	428
F#3	23571	428
F#2	23571	428
B4	23999	428
E2	23999	428
E4	24428	214
B3	24428	214
G4	24642	214
B4	24857	214
E4	24857	214
A4	25071	214
B4	25285	428
